############################################																																																																																																														
# Data of the Swiss Biodiversity Program belong to the Swiss Federal government and Florian Altermatt (florian.altermatt@eawag.ch) and may not be distributed or used without prior agreement. Florian Altermatt needs to be involved in all analyses done with these data and will be an author on the subsequent publications.																																																																																																														
############################################																																																																																																														
#Export 20160105 from EPT_IBCH_Localities20150826.txt and EPT_IBCH_Data20150826.txt																																																																																																														
#ID	#Response variables							#Explanatory variables BDM																												#Explanatory variables Seymour et al.																																			#Explanatory variables Katharina																																							
locality	alpha_EPT	alpha_IBCH	alpha_Eph	alpha_Ple	alpha_Tri	alpha_fam	alpha_genus	year	masl	drainage	Strahler_order	distance_to_outlet	catchment	width	depth	var_depth	var_waterlevel	river_bed_modified	natural_cascades	embankment_modifications	width_riparian_left	width_riparian_right	cascades	cascade_height	mud	turbidity	foam	FeS	clogging	waste	periphyton	algae	moss	macrophytes	MSK_class	Agriculture_prop_500m	Woods_prop_500m	Meadows_prop_500m	Settlement_prop_500m	Water_prop_500m	Agriculture_prop_1km	Woods_prop_1km	Meadows_prop_1km	Settlement_prop_1km	Water_prop_1km	Calcite_prop_1km	Agriculture_prop_5km	Woods_prop_5km	Meadows_prop_5km	Settlement_prop_5km	Water_prop_5km	Calcite_prop_5km	Agriculture_prop_10km	Woods_prop_10km	Meadows_prop_10km	Settlement_prop_10km	Water_prop_10km	Calcite_prop_10km	Agriculture_prop_100km	Woods_prop_100km	Meadows_prop_100km	Settlement_prop_100km	Water_prop_100km	Calcite_prop_100km	Agriculture_prop_1000km	Woods_prop_1000km	Meadows_prop_1000km	Settlement_prop_1000km	Water_prop_1000km	Calcite_prop_1000km	area_bdm_m2	watercourse_bdm_m	field_percentage	legume_percentage	potato_percentage	cereal_percentage	corn_percentage	fruit_percentage	rapeseed_percentage	rootvegetable_percentage	vegetable_percentage	vine_percentage	forest_percentage	green_percentage	facade_percentage	roof_percentage	facaderoof_percentage	settlement_percentage	disposalsite_190207_percentage	track_percentage	street_percentage	Q_amean_m3.s	Qvar_amean_m3.s	slope_mean	slope_max	Q_amax_m3.s	dam_count	hydropower_count	carbonate_per_carbonatesilicate	hydro_class	biogeo_class	floodplainwetland_percentage	area_total_m2	watercourse_total_m	decidious_per_forest	Masl_2	wastewater_m3.a	stormsewage_m3.a	canal_percentage	disposalsite_2004_percentage
620259	20	13	7	3	10	24	18	2012	345	RHEIN	3	25464	7468264	3.3	0.13	2_medium	3_high	0	yes	1_no	5	4	2_natural	15	2_medium	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	2_low_impacted	0.171875	0.3125	0	0.015625	0	0.189473684	0.305263158	0	0.005263158	0	0.644327941	0.123398517	0.363452461	0	0.010788941	0.000674309	0.852853701	0.123260437	0.363817097	0	0.010603048	0.000662691	0.852853701	0.123260437	0.363817097	0	0.010603048	0.000662691	0.852853701	0.123260437	0.363817097	0	0.010603048	0.000662691	0.222836811	8751702.141	7973.8786	7.696743793	0.000566878	0.058810168	2.619102929	1.104396239	1.8622624	0.303267345	0.01368254	0.263580801	0	71.57779649	9.731097176	0.814179183	0.346014203	1.160193386	2.623226283	0	0	1.801233922	0.006470588	1.529411765	0.15380121	0.4329665	0.18	0	0	1	RHEIN	Jura	0	8751702	7973	0.257474089	517.540843	0	0	0	0
623158	15	7	4	10	1	16	13	2009	980	RHEIN	4	269120	24846625	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.074380165	0.256198347	0.132231405	0.016528926	0.008264463	0.029220779	0.308441558	0.113636364	0.006493506	0.006493506	0.648735209	0.002955665	0.155665025	0.205582923	0.002627258	0.004926108	0.808300587	0.001871491	0.098357247	0.175504263	0.001871491	0.003742982	0.878444616	0.001871491	0.098357247	0.175504263	0.001871491	0.003742982	0.878444616	0.001871491	0.098357247	0.175504263	0.001871491	0.003742982	0.367539688	17830180.6	21743.877	0	0	0	0	0	0	0	0	0	0	19.16706136	35.6595983	0	0	0	0	0	0	0	0.103518519	2.648148148	0.344122281	1.097379	3.15	0	0	1	AARE	Alpennordflanke	0	24423299	29688	0.94653028	1845.787569	0	0	0	0
623246	15	8	5	4	6	18	14	2009	700	RHEIN	2	41707	997470	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.052631579	0.421052632	0.026315789	0	0	0.144736842	0.243421053	0.098684211	0.013157895	0	0.984498263	0.17961165	0.194174757	0.111650485	0.014563107	0	0.988722193	0.179245283	0.193396226	0.113207547	0.014150943	0	0.988722193	0.179245283	0.193396226	0.113207547	0.014150943	0	0.988722193	0.179245283	0.193396226	0.113207547	0.014150943	0	0.251062831	997885.9813	1902.8952	1.647690931	0	0.003056201	0.559616964	0.180780928	0	0.007308307	0.000199317	0.005248693	0	37.90820151	52.01718769	0	0	0	0	0	0	1.606605509	NA	NA	0.200725236	0.4171144	NA	0	0	1	RHEIN	Jura	0	997885	1902	0.096303273	901.8238881	0	0	0	0
626107	10	8	3	3	4	14	9	2011	2022	RHONE	3	230117	2672446	1.5	0.13	3_high	3_high	0	yes	1_no	16	16	2_natural	70	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.063157895	0.189473684	0	0.021052632	0	0.026200873	0.231441048	0	0.013100437	0	0	0.012578616	0.113207547	0	0.008385744	0.023987918	0	0.012578616	0.113207547	0	0.008385744	0.023987918	0	0.012578616	0.113207547	0	0.008385744	0.023987918	0	0.012578616	0.113207547	0	0.008385744	0.015381939	2387723.53	4618.7944	0	0	0	0	0	0	0	0	0	0	0.154130408	20.74130301	0	0	0	0	0	0	0	NA	NA	0.690858179	0.847213586	NA	0	0	0.093406414	RHONE	Westliche_Zentralalpen	0	2387723	4618	0	2787.461507	0	0	0	0
626123	19	10	7	7	5	18	14	2012	1697	RHONE	3	202338	16528225	3	NA	3_high	3_high	0	yes	1_no	16	16	2_natural	30	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.3375	0.125	0.0125	0	0	0.381132075	0.094339623	0.005660377	0.001886792	0	0	0.101824212	0.144610282	0.0013267	0.001658375	0	0.000320616	0.100032062	0.140109009	0.001282462	0.001603078	0	0.000320616	0.100032062	0.140109009	0.001282462	0.001603078	0	0.000320616	0.100032062	0.140109009	0.001282462	0.001603078	0.230509102	14713570.23	16308.3114	0	0	0	0	0	0	0	0	0	0	9.939171067	24.20370657	0	0	0	0	0	0	0	0.079846154	3.323076923	0.201031701	0.576063218	1.7	0	1	0.526698406	RHONE	Westliche_Zentralalpen	0	14713570	16308	0.984486151	2489.249909	0	0	0	0
626131	19	9	4	5	10	21	15	2010	1848	RHONE	2	199719	2504992	1.2	0.05	2_medium	2_medium	0	no	1_no	16	16	1_no	0	1_no	1_no	1_no	1_no	1_no	1_no	2_medium	3_high	2_medium	NA	2_low_impacted	0	0.418604651	0.007751938	0	0	0.006535948	0.294117647	0.006535948	0.003267974	0.003267974	0.18047643	0.024175824	0.252747253	0.01978022	0.021978022	0.002197802	0.385723666	0.03164557	0.248945148	0.018987342	0.023206751	0.002109705	0.385723666	0.03164557	0.248945148	0.018987342	0.023206751	0.002109705	0.385723666	0.03164557	0.248945148	0.018987342	0.023206751	0.002109705	0	577416.222	1243.907	0	0	0	0	0	0	0	0	0	0	37.80974169	0.120467199	0	0	0	0	0	0	0	NA	NA	0.617150594	0.666272257	NA	0	0	0	RHONE	Westliche_Zentralalpen	0	577416	1243	0	2051.88561	0	0	0	0
626139	12	7	5	6	1	14	8	2013	1711	RHONE	3	208969	3178009	9	0.7	3_high	3_high	0	no	1_no	16	16	no	NA	1_no	2_medium	1_no	2_medium	2_medium	1_no	1_no	1_no	1_no	1_no	1_natural	0.014705882	0.191176471	0.161764706	0.014705882	0.014705882	0.01863354	0.099378882	0.273291925	0.01242236	0.00621118	0	0.003344482	0.02173913	0.096989967	0.003344482	0.001672241	0.074024198	0.004792332	0.02715655	0.094249201	0.003194888	0.001597444	0.074024198	0.004792332	0.02715655	0.094249201	0.003194888	0.001597444	0.074024198	0.004792332	0.02715655	0.094249201	0.003194888	0.001597444	0.446729108	2979222.84	6819.7776	0	0	0	0	0	0	0	0	0	0	1.135880986	21.53322074	1.321868989	0.338908216	1.660777204	2.261284827	0	0	0.331362546	NA	NA	0.357689157	0.5696353	NA	0	0	0.39000583	RHONE	Westliche_Zentralalpen	0	2979222	6819	0	2514.457374	0	0	0	0
626163	16	9	4	8	4	20	13	2012	1433	RHEIN	2	268954	668997	1	0.05	3_high	3_high	0	yes	1_no	16	16	2_natural	100	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.22147651	0.167785235	0.006711409	0.020134228	0	0.176470588	0.212669683	0.004524887	0.013574661	1	0	0.059989567	0.237871674	0.002608242	0.006259781	1	0	0.060842434	0.237649506	0.002600104	0.00624025	1	0	0.060842434	0.237649506	0.002600104	0.00624025	1	0	0.060842434	0.237649506	0.002600104	0.00624025	0.943479914	296726.0193	867.119	0	0	0	0	0	0	0	0	0	0	11.51380058	48.94832198	0	0	0	0	0	0	0	NA	NA	0.734884867	0.8938264	NA	0	0	1	AARE	Alpennordflanke	0	296726	867	0.968085106	1741.241292	0	0	0	0
626179	22	11	6	12	4	21	16	2013	1281	RHEIN	4	258394	2735599	3.8	0.2	3_high	3_high	0	no	1_no	15	15	yes	160	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.122641509	0.349056604	0.009433962	0	0	0.126582278	0.32278481	0.006329114	0	0	0	0.148423006	0.248608534	0.003710575	0.001855288	0.199245432	0	0.147217235	0.249551167	0.003590664	0.001795332	0.199245432	0	0.147217235	0.249551167	0.003590664	0.001795332	0.199245432	0	0.147217235	0.249551167	0.003590664	0.001795332	0.880577888	1960722.477	5631.6862	0	0	0	0	0	0	0	0	0	0	16.67593337	43.70505188	0	0	0	0	0	0	0.831114981	NA	NA	0.154561959	0.2732192	NA	0	0	1	AARE	Alpennordflanke	30.82773214	1960722	5631	1	1479.368429	0	0	0	0
626187	13	13	6	4	3	21	12	2011	1117	RHEIN	2	220927	126044	0.7	0.05	2_medium	3_high	0	no	1_no	15	15	1_no	0	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.019230769	0.269230769	0.211538462	0	0	0.060483871	0.245967742	0.181451613	0.004032258	0.004032258	0	0.040133779	0.36722408	0.082943144	0.006020067	0.002675585	0.3392747	0.039761431	0.36713055	0.082836315	0.006626905	0.002650762	0.3392747	0.039761431	0.36713055	0.082836315	0.006626905	0.002650762	0.3392747	0.039761431	0.36713055	0.082836315	0.006626905	0.002650762	0.510888793	57670.96053	303.2517	0	0	0	0	0	0	0	0	0	0	21.81824084	60.88013717	0	0	0	0	0	0	0	NA	NA	0.275477333	0.2981765	NA	0	0	1	AARE	Alpennordflanke	0	57670	303	1	1162.43583	0	0	0	0
626203	31	17	13	7	11	31	24	2012	739	RHEIN	3	196547	2964087	2	0.07	2_medium	1_no	10	no	4_high	16	3	3_artificial	30	1_no	1_no	2_medium	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	3_high_impacted	0.34057971	0.144927536	0	0.014492754	0	0.329787234	0.159574468	0	0.010638298	0	0	0.3	0.189830508	0	0.010169492	0	0	0.300675676	0.189189189	0	0.010135135	0	0	0.300675676	0.189189189	0	0.010135135	0	0	0.300675676	0.189189189	0	0.010135135	0	0.048940436	2796558.127	8003.7523	4.631690201	0.005308467	0.266123018	0.674053807	0.378674419	0.211964714	0.03488615	0.042282719	0.005716594	0	40.77716922	39.53698327	0	0	0	0	0	0	2.710890355	NA	1.6	0.188933677	0.5055213	NA	0	0	1	AARE	Alpennordflanke	0	2796558	8003	0.943129863	869.709361	0	0	0	0
626211	29	18	9	7	13	33	24	2010	800	RHEIN	3	199299	3390997	1	0.08	2_medium	2_medium	0	no	2_low	2.5	16	1_no	0	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.366666667	0.106666667	0	0.02	0.006666667	0.336842105	0.144736842	0	0.015789474	0.002631579	0	0.342565598	0.129737609	0	0.026239067	0.001457726	0	0.342857143	0.128571429	0	0.027142857	0.001428571	0	0.342857143	0.128571429	0	0.027142857	0.001428571	0	0.342857143	0.128571429	0	0.027142857	0.001428571	0.920246147	788812.0433	1849.1261	10.88496656	0.011147855	0.316253234	1.504571337	0.956925648	0.056802405	0.014307223	0.047001615	0.00746337	0	31.98624206	49.40791662	0.690721404	0.176872002	0.867593405	0.713137329	0	0	2.241803657	NA	NA	0.17804019	0.3658392	NA	0	0	1	AARE	Alpennordflanke	0	788812	1849	0.958855799	856.3886538	0	0	0	0
626219	24	18	8	7	9	33	19	2013	627	RHEIN	2	153732	5043811	2	0.18	2_medium	2_medium	10	no	3_medium	0	0	no	NA	1_no	2_medium	1_no	1_no	2_medium	1_no	3_high	1_no	2_medium	1_no	3_high_impacted	0.346153846	0.115384615	0	0.038461538	0	0.358490566	0.110849057	0	0.030660377	0	0.811612557	0.374753452	0.102564103	0	0.022682446	0	0.914935588	0.374755382	0.102739726	0	0.022504892	0	0.914935588	0.374755382	0.102739726	0	0.022504892	0	0.914935588	0.374755382	0.102739726	0	0.022504892	0	0.864253263	3991424.932	3223.7273	29.21577336	0.156454209	0.582095523	7.007669234	2.414003884	0.797459473	0.60038842	0.214855139	0.128839193	0	18.06629329	54.47879964	0.967573591	0.441324819	1.40889841	2.560258795	0	0	2.861051854	0.015	4.166666667	0.056413672	0.1089375	0.12	0	0	1	AARE	Mittelland	0	3991424	3223	0.972098375	728.5428318	0	0	0	0
626227	11	16	2	3	6	24	10	2011	488	RHEIN	5	142911	121319877	1	0.2	1_no	1_no	0	no	1_no	0	0	1_no	0	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	3_high_impacted	0.222222222	0.044444444	0	0.22962963	0	0.162790698	0.098191214	0	0.23255814	0	0.127243853	0.283678756	0.142163212	0	0.070595855	0.001619171	0.477926723	0.328540838	0.122055675	0	0.047619048	0.000713776	0.646951247	0.339624193	0.119608569	0.000452284	0.039102011	0.000411167	0.522554076	0.339624193	0.119608569	0.000452284	0.039102011	0.000411167	0.343960908	286612.6534	1421.547	16.30850706	0.048306797	0.426489462	5.956625129	2.22608309	0.902518911	0.954555546	0.701772032	0.119774387	0	0	17.79088787	23.19027173	12.19885832	35.38913005	52.04172977	0	0	0	NA	NA	0.009901534	0.01344974	NA	0	0	1	AARE	Mittelland	0	286612	1421	0	494.0073883	0	0	0	0
626243	27	17	10	7	10	29	22	2012	768	RHEIN	2	131859	1649475	1.7	0.1	3_high	3_high	0	yes	1_no	12	6.5	2_natural	45	2_medium	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.089552239	0.388059701	0.02238806	0	0	0.062091503	0.401960784	0.035947712	0	0	1	0.060240964	0.394578313	0.045180723	0	0	1	0.05952381	0.392857143	0.047619048	0	0	1	0.05952381	0.392857143	0.047619048	0	0	1	0.05952381	0.392857143	0.047619048	0	0	0.25171763	1348735.743	2589.6254	0	0	0	0	0	0	0	0	0	0	74.98726718	15.49735071	0	0	0	0	0	0	0	NA	NA	0.183573084	0.2738584	NA	0	0	1	AARE	Jura	0	1348735	2589	0.424873382	890.6112016	0	0	0	0
626251	13	11	7	2	4	19	12	2010	468	RHEIN	3	36557	8524123	1.9	0.3	3_high	2_medium	0	yes	1_no	2.5	2	2_natural	10	1_no	1_no	2_medium	1_no	1_no	2_medium	1_no	1_no	1_no	NA	2_low_impacted	0.3	0.18125	0	0.01875	0	0.362264151	0.103773585	0	0.033962264	0	0.928519553	0.259001161	0.204413473	0.012195122	0.024390244	0	0.84368717	0.259581882	0.203832753	0.012195122	0.024390244	0	0.84368717	0.259581882	0.203832753	0.012195122	0.024390244	0	0.84368717	0.259581882	0.203832753	0.012195122	0.024390244	0	0.529193413	6975702.35	11243.6927	12.69367932	0.179805036	0.030705967	4.438938144	1.592643115	4.821363214	0.179943745	0.052367462	0.067355519	0	40.63694854	27.89740031	1.395293742	0.579285952	1.974579694	3.243770471	0	0	1.812246255	0.018965517	6.275862069	0.11845588	0.2876882	0.21	0	0	1	RHEIN	Jura	0	6975702	11243	0.347182244	655.1849215	0	0	0	0
626267	13	15	6	2	5	23	11	2011	281	RHEIN	4	24887	40818436	4.5	0.3	2_medium	1_no	50	no	4_high	1.5	0.5	3_artificial	30	1_no	1_no	2_medium	1_no	2_medium	2_medium	1_no	1_no	1_no	1_no	4_artificial	0.01369863	0.01369863	0	0.452054795	0.01369863	0.106976744	0.041860465	0	0.339534884	0.004651163	0.055557192	0.235066372	0.201603982	0	0.061946903	0.000553097	0.476510492	0.255140528	0.199537657	0	0.044165957	0.000365008	0.629355529	0.255140528	0.199537657	0	0.044165957	0.000365008	0.629355529	0.255140528	0.199537657	0	0.044165957	0.000365008	0.204228521	22120222.21	20614.4541	17.01118533	0	0.052270428	7.008448149	2.664930924	6.281778399	0.650262587	0.397373092	0.394841877	0.778901522	44.51770187	18.18232329	3.189963259	1.441961758	4.631925016	7.963114039	0.090415004	0.005534889	1.812336132	0.122631579	8	0.042938373	0.14237	1.1	0	0	1	RHEIN	Mittelland	0	39505360	39080	0.152649495	409.9762369	142380	29445	0	0.090415005
632123	14	11	2	5	7	21	12	2013	1215	RHONE	2	210832	2939910	1	0.05	2_medium	3_high	0	yes	1_no	50	50	yes	20	1_no	1_no	1_no	1_no	1_no	1_no	1_no	NA	1_no	NA	1_natural	0.090225564	0.398496241	0	0.007518797	0	0.085714286	0.387301587	0.006349206	0.019047619	0	0.052439788	0.044444444	0.411965812	0.025641026	0.013675214	0.001709402	0.061525994	0.043844857	0.411467116	0.02529511	0.013490725	0.001686341	0.061525994	0.043844857	0.411467116	0.02529511	0.013490725	0.001686341	0.061525994	0.043844857	0.411467116	0.02529511	0.013490725	0.001686341	0.09325663	521319.8236	777.2143	0	0	0	0	0	0	0	0	0	0	83.86423676	2.536738012	1.657438867	0.396930041	2.054368908	2.684263324	0	0	0.850440339	NA	NA	0.539166623	0.660065496	NA	0	0	0.917241517	RHONE	Westliche_Zentralalpen	0	521319	777	0.893112701	1582.199445	0	0	0	0
632155	10	6	2	6	2	13	8	2010	2016	RHEIN	2	296173	4103522	1	0.2	3_high	3_high	0	no	1_no	15	15	1_no	0	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.050955414	0.363057325	0	0.006369427	0	0.034557235	0.298056156	0	0.002159827	0.903713812	0.002515723	0.064150943	0.244025157	0.001257862	0.003773585	0.787453927	0.006105006	0.067155067	0.236874237	0.001221001	0.003663004	0.787453927	0.006105006	0.067155067	0.236874237	0.001221001	0.003663004	0.787453927	0.006105006	0.067155067	0.236874237	0.001221001	0.003663004	0.162334759	517797.2013	849.342	0	0	0	0	0	0	0	0	0	0	0	41.87020256	0	0	0	0	0	0	0	NA	NA	0.3214085	0.3854097	NA	0	0	1	AARE	Alpennordflanke	0	517797	849	0	2372.132725	0	0	0	0
632187	2	7	1	0	1	9	2	2012	1237	RHEIN	2	221347	1195858	0.7	0.04	2_medium	2_medium	20	no	4_high	2	2	3_artificial	35	2_medium	1_no	1_no	3_high	2_medium	1_no	1_no	1_no	1_no	1_no	4_artificial	0.102040816	0.12244898	0.275510204	0	0	0.115789474	0.210526316	0.152631579	0.015789474	0.005263158	0	0.128205128	0.222222222	0.11965812	0.025641026	0.004273504	0.068191986	0.181818182	0.188811189	0.101398601	0.024475524	0.003496503	0.068191986	0.181818182	0.188811189	0.101398601	0.024475524	0.003496503	0.068191986	0.181818182	0.188811189	0.101398601	0.024475524	0.003496503	1	291923.3481	1092.44	0	0	0	0	0	0	0	0	0	0	18.09967784	64.41134093	0	0	0	0	0	0	2.404300572	NA	NA	0.2837292	0.3578398	NA	0	0	1	AARE	Alpennordflanke	0	291923	1092	0.996370236	1295.34459	0	0	0	0
632195	25	8	9	11	5	19	17	2010	754	RHEIN	6	206370	86925648	17	0.25	2_medium	2_medium	0	no	1_no	16	3	1_no	0	1_no	1_no	1_no	1_no	1_no	1_no	1_no	2_medium	1_no	1_no	2_low_impacted	0.207142857	0.228571429	0	0.042857143	0.021428571	0.216145833	0.216145833	0.0234375	0.03125	0.010416667	0	0.152173913	0.255852843	0.068394649	0.015886288	0.004013378	0.13291631	0.164819768	0.246529105	0.063940899	0.015220991	0.003502739	0.321479098	0.149138477	0.242839855	0.075952285	0.014176223	0.00374575	0.372149389	0.149138477	0.242839855	0.075952285	0.014176223	0.00374575	0.634600388	31727887.83	104480.8759	0.953207642	0	0.036566572	0.007238643	0.050869657	0.004059188	0	4.09E-06	0.007226772	0	46.62723218	33.43945836	0.300248199	0.150329193	0.450577392	0.771263109	0	0.027502264	2.032761533	0.178049383	2.75308642	0.255664077	0.8620615	5.28	0	0	1	AARE	Alpennordflanke	0	86178971	282368	0.89523556	970.7483136	0	0	0	0.031518014
632203	5	3	2	2	1	7	4	2013	1019	RHEIN	3	214582	2361538	0.5	0.03	3_high	3_high	0	no	1_no	15	15	no	NA	3_high	3_high	1_no	1_no	3_high	1_no	1_no	1_no	1_no	1_no	1_natural	0.08974359	0.224358974	0.166666667	0	0.006410256	0.052752294	0.266055046	0.167431193	0.004587156	0.002293578	0	0.055084746	0.273305085	0.156779661	0.004237288	0.004237288	0	0.056485356	0.276150628	0.154811715	0.0041841	0.00209205	0	0.056485356	0.276150628	0.154811715	0.0041841	0.00209205	0	0.056485356	0.276150628	0.154811715	0.0041841	0.00209205	0	724434.0883	2384.9583	0	0	0	0	0	0	0	0	0	0	55.54378299	19.35431874	0	0	0	0	0	0	0.226634563	NA	NA	0.341163107	0.769063	NA	0	0	1	AARE	Alpennordflanke	0	724434	2384	0.732560464	1168.980907	0	0	0	0
632211	18	13	5	7	6	24	16	2011	867	RHEIN	2	166365	2630728	0.6	0.05	2_medium	3_high	0	no	1_no	3	5	1_no	0	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0.181818182	0.298701299	0.019480519	0	0	0.212290503	0.245810056	0.027932961	0.011173184	0	0	0.263461538	0.2	0.019230769	0.015384615	0	0	0.260377358	0.201886792	0.018867925	0.016981132	0	0	0.260377358	0.201886792	0.018867925	0.016981132	0	0	0.260377358	0.201886792	0.018867925	0.016981132	0	0.563747208	483217.7677	1355.664	0	0	0	0	0	0	0	0	0	0	66.57437889	13.58437662	0	0	0	0	0	0	1.14314085	NA	NA	0.176934937	0.2680926	NA	0	0	1	AARE	Mittelland	0	483217	1355	1	972.7474963	0	0	0	0
632227	12	13	4	3	5	20	11	2012	506	RHEIN	4	143581	19493101	1.2	0.06	2_medium	2_medium	80	no	4_high	1	1	3_artificial	15	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	4_artificial	0.417910448	0.067164179	0	0.014925373	0	0.382352941	0.088235294	0	0.029411765	0	0.752054748	0.304812834	0.158645276	0	0.036363636	0	0.844154986	0.336820618	0.129369737	0	0.033426895	0	0.816319172	0.336820618	0.129369737	0	0.033426895	0	0.816319172	0.336820618	0.129369737	0	0.033426895	0	0.351650447	11739.11921	347.574	0	0	0	0	0	0	0	0	0	0	0	74.72221146	0	0	0	0	0	0	0	NA	NA	0.02434563	0.02434563	NA	0	0	1	AARE	Mittelland	0	11739	347	0	508.6279207	0	0	0	0
632235	9	20	3	2	4	27	9	2010	473	RHEIN	2	135394	525232	0.8	0.15	2_medium	2_medium	0	no	1_no	5	15	1_no	0	1_no	2_medium	2_medium	2_medium	2_medium	1_no	1_no	NA	2_medium	NA	2_low_impacted	0	0.5	0	0	0	0.009615385	0.480769231	0	0.009615385	0	0	0.018867925	0.471698113	0	0.009433962	0	0	0.009615385	0.480769231	0	0.009615385	0	0	0.009615385	0.480769231	0	0.009615385	0	0	0.009615385	0.480769231	0	0.009615385	0	0	306873.7652	894.569	3.394292986	0.052430898	0.018047396	1.12042255	0.573171864	0.004330918	0.199341495	0.022387806	0.053727219	0	93.81919083	1.29666173	0.209801975	0.109622089	0.319424064	0.793090499	0	0	1.272555992	NA	NA	0.026835627	0.03527284	NA	0	0	1	AARE	Mittelland	0	306873	894	1	478.6826686	0	0	0	0
632251	22	15	8	3	11	26	18	2011	525	RHEIN	2	39568	3428912	1.1	0.11	3_high	3_high	0	no	3_medium	1	2.5	3_artificial	15	2_medium	1_no	1_no	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	2_low_impacted	0.41025641	0.012820513	0	0.076923077	0	0.317567568	0.144144144	0	0.038288288	0	0.92394141	0.271676301	0.199421965	0	0.028901734	0	0.82782778	0.270893372	0.200288184	0	0.028818444	0	0.82782778	0.270893372	0.200288184	0	0.028818444	0	0.82782778	0.270893372	0.200288184	0	0.028818444	0	0.04996044	2911701.884	3051.2858	14.68557398	0	0.048896859	5.004213173	1.525147351	5.141119127	0.294250429	0	0.090622178	0	36.41070307	30.50415851	1.583355642	0.516789738	2.10014538	2.913602512	0	0	2.398872828	NA	NA	0.127400405	0.2394604	NA	1	0	1	RHEIN	Jura	0	2911701	3051	0.104578409	670.4294132	0	0	0	0
638107	10	8	3	2	5	14	9	2013	1566	RHONE	5	227517	157549917	6	0.2	3_high	3_high	0	yes	1_no	6	6	yes	20	1_no	1_no	1_no	1_no	2_medium	2_medium	1_no	3_high	1_no	1_no	2_low_impacted	0.170886076	0.234177215	0	0.075949367	0	0.098387097	0.301612903	0.016129032	0.05	0	0.047530359	0.020175554	0.112144635	0.049390803	0.012707979	0.002358182	0.046541477	0.007030679	0.047160336	0.036112126	0.005615413	0.007624178	0.026200976	0.005176471	0.034722689	0.034319328	0.004201681	0.007865546	0.021084447	0.005176471	0.034722689	0.034319328	0.004201681	0.007865546	0.802816148	62941638.7	46625.7878	0.010018631	0	0	0	0	0	0	0	0	0	8.163018243	5.807165201	1.040012433	0.305736311	1.345748744	1.558594937	0.031775468	0.000826692	0.176350418	0.712666667	3.225	0.419644657	1.494119979	18.91	1	3	0.384277593	RHONE	Westliche_Zentralalpen	1.05757544	155075000	123854	0.938210121	2720.451068	0	0	0	0.015887734
638131	9	3	4	4	1	9	8	2012	1482	RHONE	4	213965	19789475	7	0.4	3_high	3_high	0	yes	2_low	16	16	2_natural	30	1_no	2_medium	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_no	1_natural	0	0.035971223	0.230215827	0	0.007194245	0	0.083333333	0.190860215	0	0.005376344	0	0	0.017639077	0.160560832	0	0.006331976	0.002451944	0	0.010773481	0.098618785	0	0.00441989	0.001557951	0	0.010773481	0.098618785	0	0.00441989	0.001557951	0	0.010773481	0.098618785	0	0.00441989	0.703694052	12966528.89	53666.7247	0	0	0	0	0	0	0	0	0	0	0.821195944	25.03692139	0	0	0	0	0	0	0	0.117514124	3.124293785	0.518301627	1.533847645	2.17	0	0	0.150101914	RHONE	Westliche_Zentralalpen	0	19788147	68821	1	2207.328616	0	0	0	0
